immunophenotype
CD123+ CD38+ CD45RA+ CD61-
CD123+ CD41- CD45RA+ CD61-
CD123+ CD41lo CD45RA- CD9-
CD123+ CD41lo CD45RA- CD9+
CD123+ CD41lo CD45RA+ CD9+
CD123+ CD45RA+ CD61lo CD9+
CD41lo CD45RA+ CD61lo CD9-
CD41lo CD45RA+ CD61lo CD9+
CD117- CD123+ CD41lo CD9+
CD117+ CD123- CD41lo CD9-
CD117+ CD123+ CD34+ CD38-
CD117+ CD123+ CD34+ CD41-
CD117+ CD123+ CD41lo CD9+
CD117+ CD123+ CD61lo CD9+
CD117+ CD34- CD41- CD61lo
CD117+ CD34- CD41lo CD61-
CD117+ CD34+ CD41- CD61lo
CD117+ CD34+ CD41lo CD61-
CD117+ CD34+ CD45RA- CD9+
CD117+ CD34+ CD45RA+ CD9+
CD117+ CD38+ CD41lo CD61-
CD117+ CD41lo CD61lo CD9-
CD117+ CD41lo CD61lo CD9+
CD117+ CD45RA+ CD61- CD9-
CD123+ CD34+ CD45RA+ CD9+
CD123+ CD38+ CD41lo CD61-
CD123+ CD38+ CD45RA+ CD9+
CD123+ CD41- CD45RA+ CD9+
CD123+ CD41lo CD61lo CD9-
CD123+ CD41lo CD61lo CD9+
CD123+ CD45RA+ CD61- CD9+
CD34- CD38+ CD41lo CD61lo
CD34- CD41lo CD45RA+ CD9-
CD38+ CD41- CD45RA+ CD61-
CD38+ CD41lo CD45RA+ CD9+
CD117+ CD123- CD34+ CD9+
CD117+ CD123+ CD34+ CD9-
CD117+ CD123+ CD34+ CD9+
CD117+ CD123+ CD41- CD9-
CD117+ CD123+ CD61- CD9+
CD117+ CD34- CD41lo CD9-
CD117+ CD34+ CD41lo CD9-
CD117+ CD38+ CD41lo CD9+
CD123+ CD34+ CD41lo CD9-
CD123+ CD34+ CD41lo CD9+
CD123+ CD34+ CD61lo CD9+
CD123+ CD38+ CD41lo CD9+
CD123+ CD41lo CD61- CD9+
CD34- CD41hi CD61hi CD9+
CD34- CD41lo CD61lo CD9-
CD34+ CD41hi CD61hi CD9+
CD38- CD41hi CD61hi CD9+
CD38+ CD41lo CD61lo CD9+
CD123+ CD34+ CD38+ CD9+
CD123+ CD38+ CD61- CD9+
CD117- CD41lo CD45RA-
CD117+ CD123+ CD45RA+
CD117+ CD41lo CD45RA-
CD117+ CD41lo CD45RA+
CD117+ CD45RA+ CD61lo
CD123- CD41lo CD45RA+
CD123+ CD41lo CD45RA-
CD123+ CD41lo CD45RA+
CD123+ CD45RA+ CD61lo
CD41lo CD45RA- CD61lo
CD41lo CD45RA+ CD61lo
CD117- CD123+ CD41lo
CD117- CD41lo CD61lo
CD117+ CD123- CD41lo
CD117+ CD123- CD61lo
CD117+ CD123+ CD41lo
CD117+ CD123+ CD61lo
CD117+ CD34+ CD45RA-
CD117+ CD34+ CD45RA+
CD117+ CD38+ CD45RA+
CD117+ CD41- CD45RA+
CD117+ CD41lo CD61lo
CD117+ CD45RA+ CD61-
CD123- CD41lo CD61lo
CD123+ CD34+ CD45RA+
CD123+ CD38+ CD45RA+
CD123+ CD41- CD45RA+
CD123+ CD41lo CD61lo
CD123+ CD45RA+ CD61-
CD34- CD41lo CD45RA+
CD34+ CD41lo CD45RA-
CD38+ CD41lo CD45RA-
CD38+ CD41lo CD45RA+
CD117- CD34- CD41lo
CD117- CD38+ CD41lo
CD117+ CD123- CD34+
CD117+ CD123- CD41-
CD117+ CD123+ CD34+
CD117+ CD123+ CD41-
CD117+ CD123+ CD61-
CD117+ CD34- CD41lo
CD117+ CD34- CD61lo
CD117+ CD34+ CD41lo
CD117+ CD34+ CD61lo
CD117+ CD38+ CD41lo
CD117+ CD41- CD61lo
CD117+ CD41lo CD61-
CD117+ CD45RA- CD9+
CD117+ CD45RA+ CD9-
CD117+ CD45RA+ CD9+
CD123+ CD34- CD41lo
CD123+ CD34+ CD41lo
CD123+ CD34+ CD61lo
CD123+ CD38+ CD41lo
CD123+ CD41lo CD61-
CD123+ CD45RA+ CD9+
CD34- CD41lo CD61lo
CD34+ CD38+ CD45RA+
CD34+ CD41- CD45RA+
CD38- CD41lo CD61lo
CD38+ CD41- CD45RA+
CD38+ CD41lo CD61lo
CD38+ CD45RA+ CD61-
CD41- CD45RA+ CD61-
CD41lo CD45RA- CD9-
CD41lo CD45RA+ CD9-
CD41lo CD45RA+ CD9+
CD45RA+ CD61lo CD9+
CD117+ CD123- CD9+
CD117+ CD123+ CD9-
CD117+ CD123+ CD9+
CD117+ CD34+ CD41-
CD117+ CD34+ CD61-
CD117+ CD38+ CD61-
CD117+ CD41lo CD9-
CD117+ CD41lo CD9+
CD117+ CD61lo CD9+
CD123- CD41lo CD9-
CD123+ CD34+ CD41-
CD123+ CD38+ CD61-
CD123+ CD41lo CD9-
CD123+ CD41lo CD9+
CD123+ CD61lo CD9+
CD34- CD38+ CD41lo
CD34+ CD38+ CD41lo
CD34+ CD45RA- CD9+
CD34+ CD45RA+ CD9+
CD38+ CD41lo CD61-
CD38+ CD45RA+ CD9+
CD41hi CD61hi CD9+
CD41lo CD61lo CD9-
CD41lo CD61lo CD9+
CD117+ CD34+ CD9-
CD117+ CD34+ CD9+
CD117+ CD41- CD9-
CD123- CD34+ CD9+
CD123+ CD34+ CD9-
CD123+ CD34+ CD9+
CD123+ CD38+ CD9+
CD123+ CD61- CD9+
CD34- CD41lo CD9-
CD34+ CD41lo CD9-
CD38+ CD41lo CD9+
CD117+ CD45RA-
CD117+ CD45RA+
CD123+ CD45RA+
CD41lo CD45RA-
CD41lo CD45RA+
CD45RA+ CD61lo
CD117- CD41lo
CD117+ CD123-
CD117+ CD123+
CD117+ CD41lo
CD117+ CD61lo
CD123- CD41lo
CD123- CD61lo
CD123+ CD41lo
CD123+ CD61lo
CD34+ CD45RA-
CD34+ CD45RA+
CD38+ CD45RA+
CD41- CD45RA+
CD41lo CD61lo
CD45RA+ CD61-
CD117+ CD34-
CD117+ CD34+
CD117+ CD38-
CD117+ CD38+
CD117+ CD41-
CD117+ CD61-
CD123- CD34+
CD123+ CD34+
CD123+ CD38+
CD123+ CD41-
CD123+ CD61-
CD34- CD41lo
CD34- CD61lo
CD34+ CD41lo
CD34+ CD61lo
CD38+ CD41lo
CD41lo CD61-
CD45RA- CD9+
CD45RA+ CD9-
CD45RA+ CD9+
CD117- CD9+
CD117+ CD9-
CD117+ CD9+
CD123- CD9+
CD123+ CD9-
CD123+ CD9+
CD34+ CD38+
CD34+ CD41-
CD38+ CD61-
CD41lo CD9-
CD41lo CD9+
CD61lo CD9+
CD34- CD9+
CD34+ CD9-
CD34+ CD9+
CD38- CD9+
CD38+ CD9+
CD45RA-
CD45RA+
CD117-
CD117+
CD123-
CD123+
CD41lo
CD61lo
CD34-
CD34+
CD38-
CD38+
CD41-
CD61-
CD9-
CD9+
